日付,レース場,レース番号,1着艇,2着艇,3着艇,1号艇_登録番号,1号艇_年齢,1号艇_支部,1号艇_体重,1号艇_級別,1号艇_全国勝率,1号艇_全国2連対率,1号艇_当地勝率,1号艇_当地2連対率,1号艇_モーター番号,1号艇_モーター2連対率,1号艇_ボート番号,1号艇_ボート2連対率,1号艇_展示タイム,1号艇_平均ST,1号艇_全体平均ST,1号艇_1着率,1号艇_2-3着率,2号艇_登録番号,2号艇_年齢,2号艇_支部,2号艇_体重,2号艇_級別,2号艇_全国勝率,2号艇_全国2連対率,2号艇_当地勝率,2号艇_当地2連対率,2号艇_モーター番号,2号艇_モーター2連対率,2号艇_ボート番号,2号艇_ボート2連対率,2号艇_展示タイム,2号艇_平均ST,2号艇_全体平均ST,2号艇_1着率,2号艇_2-3着率,3号艇_登録番号,3号艇_年齢,3号艇_支部,3号艇_体重,3号艇_級別,3号艇_全国勝率,3号艇_全国2連対率,3号艇_当地勝率,3号艇_当地2連対率,3号艇_モーター番号,3号艇_モーター2連対率,3号艇_ボート番号,3号艇_ボート2連対率,3号艇_展示タイム,3号艇_平均ST,3号艇_全体平均ST,3号艇_1着率,3号艇_2-3着率,4号艇_登録番号,4号艇_年齢,4号艇_支部,4号艇_体重,4号艇_級別,4号艇_全国勝率,4号艇_全国2連対率,4号艇_当地勝率,4号艇_当地2連対率,4号艇_モーター番号,4号艇_モーター2連対率,4号艇_ボート番号,4号艇_ボート2連対率,4号艇_展示タイム,4号艇_平均ST,4号艇_全体平均ST,4号艇_1着率,4号艇_2-3着率,5号艇_登録番号,5号艇_年齢,5号艇_支部,5号艇_体重,5号艇_級別,5号艇_全国勝率,5号艇_全国2連対率,5号艇_当地勝率,5号艇_当地2連対率,5号艇_モーター番号,5号艇_モーター2連対率,5号艇_ボート番号,5号艇_ボート2連対率,5号艇_展示タイム,5号艇_平均ST,5号艇_全体平均ST,5号艇_1着率,5号艇_2-3着率,6号艇_登録番号,6号艇_年齢,6号艇_支部,6号艇_体重,6号艇_級別,6号艇_全国勝率,6号艇_全国2連対率,6号艇_当地勝率,6号艇_当地2連対率,6号艇_モーター番号,6号艇_モーター2連対率,6号艇_ボート番号,6号艇_ボート2連対率,6号艇_展示タイム,6号艇_平均ST,6号艇_全体平均ST,6号艇_1着率,6号艇_2-3着率,1号艇が勝つか,2号艇勝利確率,3号艇勝利確率,4号艇勝利確率,5号艇勝利確率,6号艇勝利確率,1号艇以外で予測1着艇
2025-03-25,若松,5,1,2,3,4856.0,29.0,三重,53.0,A1,7.05,55.47,6.52,38.1,36.0,44.83,16.0,37.58,6.82,0.1311290322580645,0.1436781609195402,0.0434782608695652,0.4782608695652174,4566.0,37.0,福岡,52.0,A1,7.27,57.0,6.88,51.79,12.0,62.07,20.0,31.76,6.81,0.1263888888888888,0.1304182509505703,0.0975609756097561,0.2195121951219512,3716.0,50.0,東京,54.0,A1,6.27,36.28,5.78,22.22,40.0,25.76,11.0,31.06,6.88,0.1262222222222222,0.1197967479674796,0.5283018867924528,0.4528301886792453,4362.0,40.0,群馬,53.0,A1,6.81,43.4,5.6,0.0,42.0,30.65,70.0,38.89,6.85,0.1264864864864864,0.1252032520325203,0.217391304347826,0.5434782608695652,4502.0,37.0,滋賀,45.0,A1,6.97,46.09,0.0,0.0,56.0,32.79,32.0,33.33,6.93,0.1434375,0.1388429752066115,0.1219512195121951,0.4634146341463415,4398,38,広島,52,A1,7.03,52.0,6.54,50.0,54,35.94,27,36.36,6.9,0.1528205128205128,0.1326545454545454,0.3255813953488372,0.3953488372093023,1,0.5603482488021563,0.1304605553641666,0.1703896528885812,0.10888703824324922,0.029914504701846818,2
2025-03-25,若松,6,1,2,5,4847.0,30.0,東京,53.0,A1,6.72,43.97,7.26,57.89,30.0,29.03,22.0,34.71,6.81,0.1229508196721311,0.1385393258426966,0.1818181818181818,0.1818181818181818,4445.0,38.0,佐賀,55.0,A1,6.88,44.54,6.7,43.86,41.0,36.92,41.0,31.1,6.87,0.1202127659574468,0.119236641221374,0.1142857142857142,0.2857142857142857,4288.0,40.0,福岡,53.0,A1,6.96,52.55,7.93,67.61,27.0,36.51,48.0,30.3,6.95,0.1382222222222222,0.1253287197231833,0.7272727272727273,0.2045454545454545,3918.0,50.0,滋賀,52.0,A1,5.8,34.43,6.0,33.33,39.0,39.39,25.0,37.58,6.86,0.1470454545454545,0.1541444866920152,0.1111111111111111,0.3333333333333333,4024.0,47.0,三重,52.0,A1,7.16,48.28,7.31,55.17,17.0,31.51,52.0,34.78,6.86,0.1380645161290322,0.1539574468085106,0.2333333333333333,0.3666666666666666,4352,38,長崎,53,A1,6.23,35.71,7.16,53.06,45,40.0,33,35.76,6.92,0.1333333333333333,0.1222807017543859,0.2857142857142857,0.3809523809523809,1,0.40954729602867956,0.3012431912426154,0.12013439833604439,0.12885290814203645,0.040222206250624254,2
2025-03-25,若松,7,1,3,4,4719.0,31.0,大阪,51.0,A1,6.6,46.02,0.0,0.0,22.0,29.33,37.0,35.47,6.91,0.1401923076923077,0.1357768924302788,0.1304347826086956,0.4347826086956521,4055.0,46.0,兵庫,52.0,A1,6.5,45.9,6.06,40.0,55.0,33.8,54.0,34.5,6.91,0.1404347826086956,0.1438372093023255,0.3333333333333333,0.3666666666666666,4524.0,36.0,静岡,52.0,A1,6.91,44.83,7.47,47.06,43.0,33.33,74.0,36.42,6.89,0.1297560975609756,0.1157317073170731,0.5263157894736842,0.3421052631578947,4544.0,37.0,福岡,52.0,A1,6.91,52.17,8.03,75.0,7.0,42.62,59.0,38.37,6.86,0.1337142857142857,0.1594095940959409,0.1111111111111111,0.4814814814814814,5121.0,23.0,佐賀,52.0,A1,7.3,44.44,7.27,53.33,57.0,28.36,73.0,31.85,6.91,0.1325,0.131068376068376,0.1818181818181818,0.5454545454545454,3721,49,滋賀,54,A1,7.36,60.75,6.75,46.43,16,40.58,61,40.0,6.96,0.1234285714285714,0.1229107981220657,0.1875,0.625,0,0.28133036691605834,0.3766685444795157,0.18843100301437257,0.1257687988203795,0.02780128676967393,3
2025-03-25,若松,8,3,1,4,4571.0,36.0,徳島,53.0,A1,7.22,54.37,7.34,60.94,38.0,30.43,71.0,36.2,6.87,0.173859649122807,0.165,0.1904761904761904,0.3333333333333333,4290.0,40.0,兵庫,51.0,A1,6.95,48.33,6.29,41.18,35.0,37.7,55.0,31.58,6.89,0.1335897435897436,0.1251612903225806,0.16,0.4,4371.0,37.0,福岡,53.0,A1,6.98,43.82,7.74,61.96,34.0,34.48,42.0,39.52,6.87,0.1285714285714286,0.132579185520362,0.4,0.3333333333333333,4188.0,43.0,群馬,52.0,A1,7.19,54.48,7.08,54.05,1.0,28.57,57.0,33.73,6.87,0.139375,0.1392280701754386,0.0,0.3846153846153846,4044.0,45.0,大阪,52.0,A1,7.03,50.42,7.0,37.5,3.0,33.33,30.0,34.86,6.8,0.1355555555555555,0.1395258620689655,0.0434782608695652,0.391304347826087,4677,36,滋賀,54,A1,6.96,52.73,5.53,40.0,26,35.71,67,30.49,6.88,0.1578048780487805,0.1438589211618257,0.1,0.2,0,0.36380324710912537,0.3324360376465469,0.17207481708693942,0.10817576362311865,0.02351013453426971,2
2025-03-25,若松,9,1,5,4,3854.0,52.0,兵庫,51.0,A1,6.84,41.03,8.08,68.0,61.0,45.21,24.0,36.84,6.87,0.1349090909090909,0.1301581027667984,0.0,0.1578947368421052,4685.0,34.0,徳島,52.0,A1,6.83,41.3,0.0,0.0,14.0,41.94,58.0,33.73,6.76,0.1194117647058823,0.1255411255411255,0.0,0.2916666666666667,4500.0,37.0,佐賀,54.0,A1,7.47,54.89,8.67,80.95,2.0,31.43,50.0,36.0,6.88,0.135531914893617,0.1389179104477612,0.5,0.2666666666666666,4932.0,29.0,福岡,52.0,A1,7.29,54.95,7.22,55.88,4.0,36.49,56.0,32.95,6.82,0.1393333333333333,0.1399636363636363,0.0625,0.3125,3941.0,46.0,愛知,54.0,A1,8.09,58.42,8.22,68.75,23.0,36.23,60.0,42.21,6.89,0.1245714285714285,0.1162612612612612,0.0857142857142857,0.5714285714285714,4851,30,群馬,50,A1,7.85,53.21,6.88,62.5,62,31.75,69,39.87,6.88,0.1527906976744186,0.14008,0.1142857142857142,0.2285714285714285,1,0.31505573294779954,0.2677498163441102,0.2684940186193736,0.08585090421642064,0.06284952787229608,2
2025-03-25,蒲郡,1,3,2,5,3567.0,54.0,山口,56.0,B1,3.61,14.29,3.92,16.67,51.0,22.05,67.0,30.91,6.77,0.128,0.15672,0.075,0.25,5213.0,26.0,群馬,46.0,B1,5.08,34.29,3.08,16.0,15.0,33.54,60.0,25.58,6.73,0.1802083333333333,0.1826582278481012,0.0,0.2857142857142857,3731.0,51.0,広島,54.0,B1,4.75,27.16,4.58,23.08,33.0,26.09,77.0,29.63,6.7,0.1790625,0.1811229946524064,0.0285714285714285,0.3142857142857143,3081.0,61.0,山口,52.0,B1,5.21,30.49,3.29,14.29,49.0,30.86,37.0,29.5,6.74,0.2133333333333333,0.1772727272727272,0.4210526315789473,0.2631578947368421,4057.0,46.0,兵庫,51.0,A2,5.83,36.8,6.51,48.65,70.0,31.33,71.0,40.67,6.74,0.1604545454545454,0.1630434782608695,0.08,0.32,3945,49,愛知,52,B1,4.86,27.47,4.44,23.94,34,31.36,15,29.7,6.73,0.2203571428571428,0.1944949494949495,0.0476190476190476,0.2857142857142857,0,0.39041882904011166,0.16783355377948916,0.15033379131617547,0.2544493579496316,0.03696446791459205,2
2025-03-25,蒲郡,2,1,3,5,3589.0,51.0,埼玉,56.0,B1,4.49,24.75,5.89,52.63,32.0,31.84,35.0,23.18,6.71,0.1594285714285714,0.1665610859728507,0.04,0.28,4487.0,38.0,福岡,52.0,B1,4.16,20.0,4.61,18.18,65.0,34.76,45.0,27.49,6.75,0.194,0.1838277511961722,0.0476190476190476,0.0476190476190476,3412.0,55.0,埼玉,53.0,A1,6.47,49.25,5.43,42.86,20.0,25.6,18.0,35.9,6.65,0.1812195121951219,0.1647058823529411,0.0,0.0909090909090909,5305.0,21.0,愛知,58.0,B2,1.69,0.0,1.23,0.0,38.0,26.8,49.0,28.39,6.74,0.1728571428571428,0.1836526946107784,0.4166666666666667,0.4166666666666667,3548.0,55.0,福井,54.0,A2,6.03,41.91,5.23,36.9,25.0,32.09,66.0,38.85,6.73,0.1318421052631579,0.1300757575757576,0.0714285714285714,0.5714285714285714,4156,44,三重,58,B1,5.62,40.51,5.22,34.38,50,26.43,59,27.91,6.73,0.17,0.1602380952380952,0.0714285714285714,0.4285714285714285,0,0.11675538950282813,0.6150031093642554,0.04212869588137794,0.18243524575008335,0.043677559501455014,3
2025-03-25,蒲郡,4,3,4,5,4058.0,46.0,静岡,50.0,B1,5.59,37.19,5.59,39.19,47.0,28.37,25.0,40.12,6.68,0.1884375,0.2011065573770492,0.0689655172413793,0.4482758620689655,5045.0,24.0,埼玉,46.0,B1,5.22,33.96,5.57,38.78,58.0,31.25,64.0,32.34,6.69,0.167027027027027,0.1869058295964125,0.074074074074074,0.4074074074074074,4346.0,39.0,福岡,55.0,B1,4.4,36.25,3.24,24.14,59.0,34.92,41.0,23.02,6.8,0.1528571428571428,0.1579130434782608,0.0666666666666666,0.2333333333333333,4159.0,43.0,埼玉,52.0,A1,6.07,43.88,4.85,15.0,67.0,21.54,73.0,37.91,6.74,0.1645652173913043,0.1668518518518518,0.0588235294117647,0.3529411764705882,4652.0,39.0,佐賀,52.0,A2,6.16,45.27,5.65,35.29,74.0,30.49,22.0,26.89,6.68,0.16,0.1562369337979094,0.45,0.4,5240,24,福岡,55,B1,4.03,19.49,0.0,0.0,46,22.73,72,41.46,6.71,0.163125,0.1769714285714285,0.1363636363636363,0.5,0,0.2481098689020246,0.16575570617692642,0.2841824205994302,0.2732857446803178,0.028666259641300977,4
2025-03-25,蒲郡,5,5,2,1,3459.0,58.0,佐賀,56.0,B1,4.25,24.07,0.0,0.0,56.0,28.89,32.0,34.38,6.76,0.1580645161290322,0.1718090452261306,0.0,0.5675675675675675,3945.0,49.0,愛知,52.0,B1,4.86,27.47,4.44,23.94,34.0,31.36,15.0,29.7,6.71,0.2102777777777777,0.1944949494949495,0.0909090909090909,0.4242424242424242,3686.0,50.0,群馬,51.0,A2,5.8,36.43,5.03,23.33,30.0,29.09,21.0,34.34,6.82,0.139375,0.1363837638376383,0.032258064516129,0.3870967741935484,5123.0,28.0,山口,48.0,B1,3.78,17.24,2.92,8.33,68.0,25.68,69.0,37.09,6.74,0.1871428571428571,0.175859375,0.0,0.25,4337.0,40.0,愛知,55.0,A1,7.08,48.18,6.59,44.76,13.0,36.59,70.0,44.32,6.74,0.1244736842105263,0.1244583333333333,0.0,0.0,4520,38,福井,51,B1,5.25,32.11,5.22,40.82,52,28.65,19,19.3,6.67,0.1591666666666666,0.1544621513944223,0.0,0.0,0,0.13689985521075154,0.30912934020048327,0.05436215043359516,0.45594455243740534,0.04366410171776466,5
2025-03-25,蒲郡,6,1,6,5,4111.0,44.0,広島,55.0,B1,4.9,24.17,0.0,0.0,23.0,31.21,20.0,34.3,6.81,0.1688571428571428,0.1911344537815126,0.0,0.4,5069.0,24.0,群馬,44.0,A2,4.74,27.27,6.08,50.0,26.0,35.71,26.0,31.4,6.76,0.1237142857142857,0.1455191256830601,0.0317460317460317,0.4603174603174603,4273.0,42.0,静岡,53.0,B1,5.19,29.41,4.41,24.14,39.0,35.03,43.0,27.56,6.82,0.1723809523809523,0.1868181818181818,0.0245901639344262,0.3688524590163934,4724.0,39.0,佐賀,54.0,B1,3.92,15.19,3.73,18.18,41.0,14.71,12.0,34.19,6.76,0.18,0.1766321243523316,0.0,0.4166666666666667,3946.0,49.0,愛知,57.0,A1,7.3,56.72,7.84,66.9,71.0,29.5,28.0,34.19,6.82,0.1472727272727272,0.1476470588235294,0.0555555555555555,0.1666666666666666,3655,51,群馬,56,A2,5.72,40.95,5.62,41.38,76,29.41,76,39.02,6.84,0.2017857142857143,0.1863265306122448,0.0,0.1875,0,0.36778554640576444,0.1374251932734887,0.06803450739847987,0.39005415433776586,0.03670059858450115,5
2025-03-25,蒲郡,7,1,5,4,4045.0,45.0,山口,47.0,A2,4.82,31.3,4.67,16.67,21.0,27.14,17.0,27.74,6.71,0.17,0.1578082191780822,0.0909090909090909,0.2727272727272727,4164.0,43.0,長崎,52.0,B1,3.91,14.63,4.25,12.5,12.0,28.92,68.0,38.04,6.76,0.1758333333333333,0.1794814814814815,0.0,0.0769230769230769,3898.0,48.0,福岡,56.0,A1,7.27,55.12,8.09,72.73,53.0,26.53,11.0,34.1,6.73,0.1253846153846153,0.13744,0.0,0.1111111111111111,3872.0,49.0,大阪,53.0,A2,5.57,37.07,5.86,32.81,57.0,37.27,65.0,23.29,6.73,0.1855882352941176,0.1905371900826446,0.0,0.3333333333333333,4277.0,41.0,岡山,50.0,B1,4.16,20.97,5.04,38.46,75.0,33.53,40.0,38.76,6.71,0.1385714285714285,0.1605142857142857,0.0,0.5,4487,38,福岡,52,B1,4.16,20.0,4.61,18.18,65,34.76,45,27.49,6.81,0.1808333333333333,0.1838277511961722,0.0,0.2857142857142857,0,0.0924398160014847,0.6411009770415211,0.20300123454395896,0.04269551423358629,0.02076245817944903,3
2025-03-25,蒲郡,8,6,1,4,3685.0,51.0,岡山,57.0,A2,5.25,34.34,6.1,40.0,31.0,26.75,23.0,26.77,6.87,0.153953488372093,0.1627555555555555,0.0,0.25,4697.0,38.0,福岡,49.0,B1,4.17,19.61,3.33,11.11,43.0,34.55,16.0,27.5,6.8,0.179090909090909,0.179906976744186,0.0,0.2,4804.0,30.0,三重,49.0,A1,5.83,39.09,5.78,36.96,73.0,36.05,31.0,27.27,6.74,0.1921875,0.1966176470588235,0.0,0.0,4156.0,44.0,三重,58.0,B1,5.62,40.51,5.22,34.38,50.0,26.43,59.0,27.91,6.9,0.1539393939393939,0.1602380952380952,0.3214285714285714,0.5,3519.0,56.0,愛知,52.0,B1,4.53,20.33,4.18,23.68,66.0,22.22,24.0,37.65,6.88,0.1534090909090909,0.15421875,0.1219512195121951,0.4390243902439024,3349,57,長崎,52,A2,5.69,40.0,6.5,37.5,17,22.4,58,27.82,6.86,0.1558823529411764,0.1469743589743589,0.081081081081081,0.2432432432432432,0,0.13640633434123625,0.33223606368360364,0.3047360987565526,0.0703047149852817,0.15631678823332593,3
2025-03-25,蒲郡,9,3,1,4,4057.0,46.0,兵庫,51.0,A2,5.83,36.8,6.51,48.65,70.0,31.33,71.0,40.67,6.86,0.1458823529411765,0.1630434782608695,0.0714285714285714,0.1785714285714285,3548.0,55.0,福井,54.0,A2,6.03,41.91,5.23,36.9,25.0,32.09,66.0,38.85,6.9,0.1128947368421052,0.1300757575757576,0.0303030303030303,0.1818181818181818,4675.0,37.0,大阪,52.0,B1,5.24,27.14,4.33,11.11,35.0,29.89,74.0,34.23,6.91,0.1412903225806451,0.1309625668449198,0.0,0.1363636363636363,4337.0,40.0,愛知,55.0,A1,7.08,48.18,6.59,44.76,13.0,36.59,70.0,44.32,6.84,0.1194871794871794,0.1244583333333333,0.3076923076923077,0.2307692307692307,4058.0,46.0,静岡,50.0,B1,5.59,37.19,5.59,39.19,47.0,28.37,25.0,40.12,6.85,0.1943589743589743,0.2011065573770492,0.0,0.3611111111111111,3643,52,岡山,53,A2,5.18,31.43,5.94,38.89,48,32.65,30,38.96,6.84,0.1853846153846154,0.1673076923076923,0.0625,0.40625,0,0.3168462377820677,0.1464290053614891,0.43819838666219624,0.07013209553987049,0.02839427465437652,4
2025-03-26,唐津,1,1,2,3,4773.0,31.0,福岡,49.0,A2,5.86,42.02,6.39,52.63,46.0,34.07,22.0,85.71,6.82,0.1744827586206896,0.1729225352112676,0.125,0.4583333333333333,5195.0,23.0,長崎,44.0,B1,4.08,17.72,3.67,0.0,67.0,42.11,16.0,40.0,6.83,0.1557142857142857,0.1511931818181818,0.0476190476190476,0.3333333333333333,5118.0,24.0,佐賀,45.0,B2,4.28,24.14,4.3,19.42,11.0,25.18,32.0,40.0,6.9,0.1807692307692307,0.1966666666666666,0.0,0.217391304347826,5164.0,25.0,福岡,49.0,B2,3.2,9.76,1.76,0.0,30.0,25.18,15.0,11.11,6.92,0.2333333333333333,0.2309574468085106,0.0909090909090909,0.2727272727272727,5389.0,17.0,福岡,44.0,B2,1.02,0.0,1.17,0.0,63.0,24.0,5.0,20.0,6.95,0.1566666666666666,0.192,0.0,0.1739130434782608,4924,32,長崎,48,B1,3.47,10.2,4.53,29.41,58,38.62,21,30.0,6.92,0.2324,0.1678260869565217,0.0,0.2352941176470588,1,0.3674680251859408,0.4257669801017729,0.11410722739736145,0.027089949693501973,0.06556781762142307,3
2025-03-26,唐津,2,1,2,3,4373.0,36.0,岡山,45.0,A2,5.87,37.61,5.49,17.95,18.0,37.31,31.0,33.33,6.71,0.1814634146341463,0.18125,0.1071428571428571,0.3571428571428571,4611.0,34.0,福井,48.0,A2,6.06,44.12,4.65,30.0,66.0,33.87,2.0,18.18,6.77,0.1434210526315789,0.1439047619047619,0.064516129032258,0.2258064516129032,4243.0,39.0,大阪,48.0,B1,5.37,32.77,6.35,40.54,47.0,46.15,24.0,50.0,6.79,0.1577777777777777,0.1607441860465116,0.0,0.3333333333333333,4938.0,27.0,佐賀,49.0,B1,5.8,33.96,6.3,44.16,39.0,29.1,1.0,50.0,6.76,0.1837837837837837,0.1801764705882353,0.03125,0.3125,5342.0,23.0,山口,46.0,B2,1.44,1.3,1.11,0.0,28.0,31.16,51.0,0.0,6.78,0.1945454545454545,0.198828125,0.037037037037037,0.1481481481481481,5370,23,福岡,48,B2,1.14,0.0,0.0,0.0,51,40.56,14,60.0,6.69,0.2466666666666667,0.242156862745098,0.0,0.3076923076923077,1,0.4392245730125158,0.3362818238372216,0.18858082005570093,0.029035450719687283,0.0068773323748743806,2
2025-03-26,唐津,4,1,6,3,3999.0,45.0,愛知,45.0,A1,6.28,43.56,6.65,55.0,65.0,24.63,50.0,0.0,6.72,0.1446153846153846,0.1653125,0.0,0.3023255813953488,4714.0,34.0,徳島,49.0,B1,5.0,28.57,5.9,45.0,49.0,30.43,49.0,0.0,6.77,0.185,0.185360824742268,0.0,0.0,5295.0,22.0,大阪,46.0,B1,2.19,2.78,2.0,0.0,43.0,49.21,25.0,30.0,6.72,0.208235294117647,0.204585635359116,0.647887323943662,0.2112676056338028,4680.0,35.0,東京,46.0,B1,5.18,32.26,6.68,50.0,41.0,52.63,18.0,54.55,6.75,0.2047826086956521,0.2042777777777778,0.25,0.4230769230769231,5129.0,28.0,長崎,48.0,A2,5.87,41.18,3.4,10.0,44.0,30.15,29.0,60.0,6.79,0.1778787878787879,0.1733193277310924,0.25,0.2708333333333333,5218,24,香川,47,A2,5.5,31.15,5.07,33.33,69,28.37,57,0.0,6.72,0.1906451612903225,0.1492825112107623,0.3333333333333333,0.4047619047619047,1,0.23513357326626136,0.07808182397289701,0.3076223723769493,0.29978254134134036,0.07937968904255209,4
2025-03-26,唐津,5,2,4,5,3802.0,51.0,岡山,48.0,B1,4.53,29.33,6.37,50.0,34.0,25.35,23.0,40.0,6.72,0.1558333333333333,0.1621768707482993,0.2391304347826087,0.4782608695652174,4764.0,34.0,福岡,47.0,B1,5.12,32.88,5.56,38.89,23.0,37.4,54.0,0.0,6.73,0.1672413793103448,0.1687898089171974,0.2558139534883721,0.4186046511627907,4347.0,39.0,福岡,46.0,A2,6.47,45.16,5.77,38.71,22.0,38.97,13.0,45.45,6.71,0.1523333333333333,0.1507647058823529,0.5,0.2692307692307692,4924.0,32.0,長崎,48.0,B1,3.47,10.2,4.53,29.41,58.0,38.62,21.0,30.0,6.75,0.158,0.1678260869565217,0.1333333333333333,0.4,4546.0,37.0,埼玉,47.0,A1,6.8,49.17,7.55,58.06,70.0,36.5,27.0,50.0,6.73,0.1472222222222222,0.1476618705035971,0.1666666666666666,0.375,5251,22,福井,55,B1,2.69,6.15,3.38,12.5,42,44.26,53,0.0,6.73,0.1757446808510638,0.1920994475138121,0.1578947368421052,0.2105263157894736,0,0.18880780483171067,0.48266185767276437,0.06705252363384628,0.2511185610647543,0.010359252796924354,3
2025-03-26,唐津,6,2,1,4,4844.0,32.0,広島,50.0,B1,3.79,19.05,2.83,4.35,14.0,17.92,12.0,22.22,6.77,0.1936842105263158,0.1920765027322404,0.0,0.1764705882352941,5189.0,24.0,岡山,46.0,B1,3.85,16.67,3.44,11.11,59.0,29.5,20.0,30.0,6.78,0.1908,0.2082993197278911,0.1052631578947368,0.2105263157894736,4419.0,37.0,埼玉,46.0,B1,4.94,32.18,5.3,30.0,31.0,37.7,28.0,20.0,6.8,0.1559259259259259,0.1543712574850299,0.25,0.375,3435.0,55.0,岡山,45.0,A1,6.93,52.99,6.44,40.63,60.0,47.54,17.0,40.0,6.75,0.144054054054054,0.1500387596899224,0.0,0.3636363636363636,5370.0,23.0,福岡,48.0,B2,1.14,0.0,0.0,0.0,51.0,40.56,14.0,60.0,6.69,0.2341666666666666,0.242156862745098,0.0,0.2666666666666666,4733,35,徳島,47,A2,5.11,36.56,6.23,50.0,45,21.62,56,0.0,6.75,0.1496296296296296,0.1505940594059406,0.0526315789473684,0.2631578947368421,0,0.10127353586026615,0.34651213837571393,0.46224432305352275,0.007167034063166287,0.08280296864733089,4
2025-03-26,唐津,7,1,3,2,4243.0,39.0,大阪,48.0,B1,5.37,32.77,6.35,40.54,47.0,46.15,24.0,50.0,6.72,0.17075,0.1607441860465116,0.0,0.1578947368421052,3474.0,54.0,静岡,47.0,A2,5.15,30.34,0.0,0.0,50.0,30.0,60.0,0.0,6.76,0.1673684210526315,0.1657073170731707,0.0526315789473684,0.3157894736842105,5165.0,24.0,岡山,49.0,B1,3.96,20.0,2.86,9.52,15.0,30.65,10.0,30.0,6.78,0.14425,0.1812820512820513,0.5555555555555556,0.2777777777777778,3845.0,48.0,兵庫,45.0,A1,6.24,44.44,6.18,36.36,12.0,37.23,19.0,45.45,6.74,0.1874285714285714,0.1870892018779343,0.2777777777777778,0.3888888888888889,5291.0,23.0,香川,52.0,B1,1.84,1.94,1.33,0.0,26.0,32.37,59.0,0.0,6.76,0.19,0.2252873563218391,0.0666666666666666,0.3333333333333333,5118,24,佐賀,45,B2,4.28,24.14,4.3,19.42,11,25.18,32,40.0,6.76,0.1945454545454545,0.1966666666666666,0.0,0.5833333333333334,1,0.26041812574396483,0.1784439795928236,0.4611019760397418,0.03894798195391519,0.061087936669554546,4
2025-03-26,唐津,9,4,1,6,4680.0,35.0,東京,46.0,B1,5.18,32.26,6.68,50.0,41.0,52.63,18.0,54.55,6.71,0.1964864864864865,0.2042777777777778,0.12,0.36,5164.0,25.0,福岡,49.0,B2,3.2,9.76,1.76,0.0,30.0,25.18,15.0,11.11,6.7,0.2194999999999999,0.2309574468085106,0.074074074074074,0.2592592592592592,3802.0,51.0,岡山,48.0,B1,4.53,29.33,6.37,50.0,34.0,25.35,23.0,40.0,6.76,0.1632,0.1621768707482993,0.0416666666666666,0.1666666666666666,3618.0,51.0,広島,44.0,A1,5.67,37.4,7.1,57.14,29.0,36.54,8.0,50.0,6.77,0.174,0.1670895522388059,0.3333333333333333,0.4333333333333333,5391.0,17.0,山口,53.0,B2,1.16,0.0,0.0,0.0,25.0,34.07,6.0,50.0,6.72,0.2117647058823529,0.2116,0.1,0.45,5013,27,三重,44,A2,4.78,28.57,5.7,48.15,68,37.5,47,44.44,6.78,0.1577419354838709,0.1573061224489796,0.09375,0.3125,1,0.09548131778863916,0.44669996816028545,0.261931282067553,0.017708501157305476,0.17817893082621686,3
2025-03-26,宮島,1,1,3,6,4925.0,32.0,兵庫,54.0,A2,6.2,45.83,5.35,20.0,82.0,33.02,29.0,24.42,6.74,0.1432142857142857,0.128075117370892,0.1142857142857142,0.2285714285714285,4252.0,41.0,福岡,51.0,B1,4.49,27.27,4.12,16.0,34.0,35.71,69.0,40.16,6.83,0.1723684210526316,0.1652020202020202,0.0,0.1,4146.0,43.0,滋賀,54.0,B1,5.04,30.34,0.0,0.0,15.0,35.58,36.0,35.48,6.85,0.1714285714285714,0.1523222748815166,0.0,0.1515151515151515,3430.0,56.0,広島,55.0,B1,3.21,12.35,4.33,26.09,37.0,45.79,16.0,25.93,6.78,0.1564705882352941,0.1678,0.4,0.3666666666666666,5336.0,19.0,山口,55.0,B2,1.38,0.0,1.78,0.0,72.0,37.61,79.0,30.89,6.77,0.2238888888888889,0.2245505617977528,0.2068965517241379,0.3103448275862069,3804,50,福岡,53,B1,4.17,23.19,4.84,23.26,74,35.48,60,48.57,6.74,0.2061904761904762,0.1632941176470588,0.03125,0.3125,1,0.262149314665846,0.3728376650971492,0.22680670145281873,0.021845806374222218,0.116360512409964,3
